position,effective_radiation_temperature,epsilon_effective,spectral_radiance,flowgofluxradiationheat,flowgofluxconductionheat,characteristic_surface_temperature,effective_temperature_snyder,flowgofluxsnyderheat,flowgofluxforcedconvectionheat,heat_budget,channel_width,crystal_fraction,core_temperature,viscosity,density,mean_velocity,crust_temperature,effective_cover_fraction,dphi_dx,dtemp_dx,dphi_dtemp,dtemp_dt,slope,effusion_rate,channel_depth,tho_0,tho_b
120.0,903.422488080999,0.95,220.08243478683443,2496794.6916264337,48275.87450932035,856.80711989137,0,0,358898.05242040346,2903968.618556157,70.454317562409,0.2505737132356677,1324.8885910919387,40071.628543925224,2472.2,0.6957454610892584,773.15,0.8051877576586611,4.793947232274531e-06,-0.0009309327260511477,0.005149617258176763,0.038861533123772156,0.017453292519943295,700.0789558222302,14.281999999999988,125.85763214164328,6045.009067402369
130.0,903.3918762011147,0.95,220.12271916468848,2497806.923243531,48301.17755640638,856.784329300644,0,0,359078.2002994212,2905186.3010993586,70.49243449335958,0.2506216527079904,1324.8792817646781,40092.603392485595,2472.2,0.6953692550199104,773.15,0.8052362257607893,4.7959574144164685e-06,-0.0009313230816914131,0.005149617258176763,0.03885680624991631,0.017453292519943295,700.0789558222302,14.281999999999988,125.92626925523496,6045.009067402369
140.0,903.3612610113481,0.95,220.16304565705218,2498820.1984966854,48326.50668740407,856.7615381893104,0,0,359258.53569542785,2906405.2408795175,70.53059127806607,0.2506696122821346,1324.8699685338613,40113.59960063599,2472.2,0.6949930628673352,773.15,0.8052846949873302,4.797969672038009e-06,-0.0009317138403673798,0.005149617258176763,0.03885207933796876,0.017453292519943295,700.0789558222302,14.281999999999988,125.99495945785841,6045.009067402369
150.0,903.330642509781,0.95,220.20341433062822,2499834.5190505837,48351.861943636446,856.7387465565621,0,0,359439.05890784273,2907625.439902063,70.56878798018253,0.25071759197885496,1324.8606513954576,40134.61720183863,2472.2,0.6946168846197676,773.15,0.8053331653396515,4.799984008449765e-06,-0.000932105002721933,0.005149617258176763,0.03884735238775255,0.017453292519943295,700.0789558222302,14.281999999999988,126.06370281378497,6045.009067402369
160.0,903.3000206944938,0.95,220.2438252522609,2500849.8865734567,48377.24336651411,856.7159544015914,0,0,359619.7702367228,2908846.9001766937,70.60702466349869,0.2507655918189395,1324.8513303454304,40155.65622962589,2472.2,0.6942407202654438,773.15,0.8053816368191211,4.802000426969402e-06,-0.0009324965693993273,0.005149617258176763,0.03884262539909067,0.017453292519943295,700.0789558222302,14.281999999999988,126.13249938739831,6045.009067402369
170.0,903.269395563563,0.95,220.28427848893438,2501866.3027371555,48402.65099753728,856.6931617235884,0,0,359800.669982778,2910069.6237174706,70.64530139194311,0.25081361182320916,1324.8420053797363,40176.71671760209,2472.2,0.6938645697925734,773.15,0.8054301094271109,4.804018930921782e-06,-0.0009328885410452151,0.005149617258176763,0.038837898371805575,0.017453292519943295,700.0789558222302,14.281999999999988,126.20134924319441,6045.009067402369
180.0,903.238767115063,0.95,220.3247741077765,2502883.7692171014,48428.08487829453,856.6703685217426,0,0,359981.75844736176,2911293.6125427578,70.68361822958123,0.25086165201251837,1324.8326764943258,40197.798699442435,2472.2,0.6934884331893617,773.15,0.8054785831649935,4.806039523638874e-06,-0.000933280918306629,0.005149617258176763,0.03883317130571957,0.017453292519943295,700.0789558222302,14.281999999999988,126.27025244578232,6045.009067402369
190.0,903.2081353470647,0.95,220.36531217605818,2503902.2876923685,48453.5450504647,856.6475747952411,0,0,360163.0359324848,2912518.8686753176,70.72197524061825,0.2509097124077548,1324.8233436851428,40218.9022088945,2472.2,0.693112310443986,773.15,0.8055270580341456,4.808062208459909e-06,-0.0009336737018320109,0.005149617258176763,0.03882844420065446,0.017453292519943295,700.0789558222302,14.281999999999988,126.33920905988396,6045.009067402369
200.0,903.1775002576368,0.95,220.40589276118837,2504921.859845616,48479.031555815425,856.6247805432702,0,0,360344.5027408049,2913745.3941422366,70.76037248939706,0.2509577930298394,1324.8140069481244,40240.02727977715,2472.2,0.6927362015446192,773.15,0.8055755340359447,4.810086988731251e-06,-0.0009340668922711891,0.005149617258176763,0.03882371705643184,0.017453292519943295,700.0789558222302,14.281999999999988,126.40821915033443,6045.009067402369
210.0,903.1468618448448,0.95,220.44651593072626,2505942.4873631694,48504.544436204844,856.6019857650144,0,0,360526.15917563916,2914973.190975013,70.79881004040058,0.2510058938997267,1324.8046662792017,40261.17394598178,2472.2,0.6923601064794103,773.15,0.8056240111717715,4.812113867806553e-06,-0.0009344604902754066,0.005149617258176763,0.038818989872872946,0.017453292519943295,700.0789558222302,14.281999999999988,126.47728278208251,6045.009067402369
220.0,903.1162201067517,0.95,220.48718175236777,2506964.1719349474,48530.083733580235,856.5791904596573,0,0,360708.00554095354,2916202.261209481,70.83728795824996,0.2510540150384048,1324.795321674299,40282.3422414713,2472.2,0.691984025236506,773.15,0.8056724894430081,4.814142849046622e-06,-0.0009348544964972955,0.005149617258176763,0.03881426264979874,0.017453292519943295,700.0789558222302,14.281999999999988,126.5464000201908,6045.009067402369
230.0,903.0855750414172,0.95,220.52789029395728,2507986.915254573,48555.64948998031,856.5563946263803,0,0,360890.04214138037,2917432.6068859333,70.87580630770789,0.25110215646689527,1324.785973129334,40303.53220028199,2472.2,0.6916079578040221,773.15,0.8057209688510399,4.816173935819626e-06,-0.0009352489115909182,0.005149617258176763,0.038809535387029755,0.017453292519943295,700.0789558222302,14.281999999999988,126.61557092983585,6045.009067402369
240.0,903.0549266468988,0.95,220.56864162347958,2509010.7190192887,48581.24174753335,856.533598264364,0,0,361072.26928220433,2918664.230049026,70.91436515367592,0.25115031820625344,1324.7766206402182,40324.74385652193,2472.2,0.6912319041700732,773.15,0.8057694493972538,4.818207131500938e-06,-0.0009356437362117351,0.005149617258176763,0.03880480808438636,0.017453292519943295,700.0789558222302,14.281999999999988,126.68479557630863,6045.009067402369
250.0,903.02427492125,0.95,220.60943580906778,2510035.5849300437,48606.86054845943,856.5108013727865,0,0,361254.68726937874,2919897.132747882,70.95296456119772,0.25119850027756846,1324.767264202856,40345.97724437289,2472.2,0.6908558643227442,773.15,0.8058179310830402,4.820242439473303e-06,-0.0009360389710166389,0.005149617258176763,0.03880008074168832,0.017453292519943295,700.0789558222302,14.281999999999988,126.75407402501475,6045.009067402369
260.0,902.993619862523,0.95,220.6502729189959,2511061.5146914236,48632.505935068475,856.488003950826,0,0,361437.2964095116,2921131.3170360033,70.99160459545622,0.2512467027019632,1324.757903813146,40367.23239808861,2472.2,0.6904798382501227,773.15,0.8058664139097899,4.822279863126696e-06,-0.0009364346166639261,0.005149617258176763,0.0387953533587554,0.017453292519943295,700.0789558222302,14.281999999999988,126.82340634147457,6045.009067402369
270.0,902.9629614687657,0.95,220.69115302168794,2512088.510011755,48658.177949762954,856.4652059976581,0,0,361620.0970098849,2922366.784971403,71.03028532177768,0.25129492550059446,1324.7485394669793,40388.509351997134,2472.2,0.690103825940263,773.15,0.805914897878898,4.824319405858537e-06,-0.000936830673813339,0.005149617258176763,0.03879062593540679,0.017453292519943295,700.0789558222302,14.281999999999988,126.89279259132358,6045.009067402369
280.0,902.9322997380241,0.95,220.73207618570927,2513116.5726030245,48683.87663503591,856.4424075124573,0,0,361803.08937844035,2923603.538616501,71.0690068056287,0.25134316869465306,1324.739171160241,40409.80814049909,2472.2,0.6897278273812181,773.15,0.8059633829917605,4.826361071073525e-06,-0.0009372271431260334,0.005149617258176763,0.038785898471461494,0.017453292519943295,700.0789558222302,14.281999999999988,126.96223284031278,6045.009067402369
290.0,902.9016346683412,0.95,220.7730424797758,2514145.704180957,48709.602033472744,856.4196084943964,0,0,361986.27382379246,2924841.580038222,71.10776911261894,0.2513914323053638,1324.72979888881,40431.12879806921,2472.2,0.6893518425610177,773.15,0.8060118692497763,4.828404862183793e-06,-0.0009376240252646083,0.005149617258176763,0.03878117096673815,0.017453292519943295,700.0789558222302,14.281999999999988,127.0317271543087,6045.009067402369
300.0,902.8709662577565,0.95,220.814051972745,2515175.906464982,48735.35418775067,856.396808942647,0,0,362169.6506552251,2926080.9113079575,71.14657230850037,0.25143971635398565,1324.7204226485574,40452.47135925587,2472.2,0.6889758714676791,773.15,0.8060603566543468,4.830450782608847e-06,-0.0009380213208930951,0.005149617258176763,0.038776443421055025,0.017453292519943295,700.0789558222302,14.281999999999988,127.10127559929381,6045.009067402369
310.0,902.8402945043074,0.95,220.8551047336241,2516207.181178267,48761.13314063924,856.3740088563791,0,0,362353.22018269397,2927321.5345016005,71.18541645916794,0.25148802086181177,1324.7110424353484,40473.83585868145,2472.2,0.6885999140892045,773.15,0.8061088452068754,4.8324988357756255e-06,-0.0009384190306769683,0.005149617258176763,0.03877171583423009,0.017453292519943295,700.0789558222302,14.281999999999988,127.17087824136686,6045.009067402369
320.0,902.809619406028,0.95,220.89620083156902,2517239.5300477226,48786.93893500058,856.3512082347612,0,0,362536.98271682975,2928563.451699553,71.22430163066008,0.25153634585016954,1324.7016582450417,40495.222331042605,2472.2,0.6882239704135797,773.15,0.8061573349087677,4.834549025118511e-06,-0.0009388171552831476,0.005149617258176763,0.038766988206081,0.017453292519943295,700.0789558222302,14.281999999999988,127.24053514674293,6045.009067402369
330.0,902.778940960949,0.95,220.9373403358805,2518272.954804026,48812.77161379005,856.3284070769602,0,0,362720.9385689422,2929806.6649867585,71.26322788915964,0.2515846913404207,1324.6922700734888,40516.63081111077,2472.2,0.6878480404287695,773.15,0.8062058257614331,4.836601354079383e-06,-0.0009392156953800088,0.005149617258176763,0.03876226053642499,0.017453292519943295,700.0789558222302,14.281999999999988,127.31024638175388,6045.009067402369
340.0,902.7482591670994,0.95,220.9785233160088,2519307.4571815697,48838.63122005492,856.3056053821421,0,0,362905.0880510106,2931051.176452635,71.3021953009919,0.2516330573539615,1324.682877916535,40538.061333731,2472.2,0.6874721241227392,773.15,0.8062543177662805,4.838655826107506e-06,-0.0009396146516373619,0.005149617258176763,0.038757532825079086,0.017453292519943295,700.0789558222302,14.281999999999988,127.38001201284868,6045.009067402369
350.0,902.7175740225046,0.95,221.01974984155166,2520343.038918565,48864.517796936794,856.2828031494704,0,0,363089.43147570133,2932296.988191203,71.34120393262828,0.2516814439122226,1324.6734817700187,40559.513933824106,2472.2,0.6870962214834241,773.15,0.8063028109247237,4.840712444659746e-06,-0.0009400140247264929,0.005149617258176763,0.03875280507185995,0.017453292519943295,700.0789558222302,14.281999999999988,127.44983210659338,6045.009067402369
360.0,902.6868855251869,0.95,221.06101998225836,2521379.701756991,48890.4313876706,856.2600003781081,0,0,363273.96915636095,2933544.102301023,71.38025385068478,0.25172985103666917,1324.6640816297715,40580.98864638565,2472.2,0.686720332498748,773.15,0.8063513052381778,4.842771213200459e-06,-0.0009404138153201421,0.005149617258176763,0.038748077276583845,0.017453292519943295,700.0789558222302,14.281999999999988,127.51970672967171,6045.009067402369
370.0,902.6561936731658,0.95,221.10233380802455,2522417.4474426345,48916.372035585315,856.237197067216,0,0,363458.7014070212,2934792.520885241,71.41934512192316,0.25177827874880115,1324.6546774916183,40602.48550648667,2472.2,0.6863444571566151,773.15,0.8063998007080608,4.844832135201575e-06,-0.0009408140240925209,0.005149617258176763,0.03874334943906672,0.017453292519943295,700.0789558222302,14.281999999999988,127.58963594888519,6045.009067402369
380.0,902.6254984644581,0.95,221.14369138889683,2523456.27772505,48942.339784103315,856.2143932159537,0,0,363643.62854239385,2936042.2460515476,71.45847781324987,0.2518267270701532,1324.6452693513772,40624.004549273064,2472.2,0.6859685954449241,773.15,0.8064482973357925,4.846895214142523e-06,-0.000941214651719297,0.005149617258176763,0.03873862155912418,0.017453292519943295,700.0789558222302,14.281999999999988,127.65961983115345,6045.009067402369
390.0,902.5947998970777,0.95,221.18509279507245,2524496.1943576387,48968.3346767419,856.1915888234792,0,0,363828.7508778826,2937293.279912263,71.49765199171843,0.25187519602229463,1324.63585720486,40645.5458099668,2472.2,0.6855927473515504,773.15,0.8064967951227954,4.848960453510379e-06,-0.0009416156988776225,0.005149617258176763,0.038733893636571565,0.017453292519943295,700.0789558222302,14.281999999999988,127.72965844351441,6045.009067402369
400.0,902.5640979690357,0.95,221.2265380968976,2525537.1990975994,48994.35675711238,856.1687838889496,0,0,364014.0687295761,2938545.624584288,71.53686772452805,0.25192368562682976,1324.6264410478714,40667.109323865276,2472.2,0.6852169128643614,773.15,0.8065452940704932,4.851027856799775e-06,-0.0009420171662461174,0.005149617258176763,0.038729165671223906,0.017453292519943295,700.0789558222302,14.281999999999988,127.79975185312468,6045.009067402369
410.0,902.5333926783396,0.95,221.26802736487124,2526579.293705998,49020.40606892172,856.1459784115195,0,0,364199.5824142598,2939799.282189179,71.57612507902616,0.25197219590539777,1324.617020876209,40688.69512634259,2472.2,0.6848410919711976,773.15,0.8065937941803141,4.8530974275130346e-06,-0.000942419054504895,0.005149617258176763,0.038724437662895746,0.017453292519943295,700.0789558222302,14.281999999999988,127.86990012725971,6045.009067402369
